Year,State,Educational Attainment,Totals
2014,CO,Totals,5294.0
2014,CO,Educational Attainment,
2014,CO,Children under 15,1043.0
2014,CO,No high school diploma,552.0
2014,CO,High school or equivalent,930.0
2014,CO,"Some college, less than 4-yr degree",1165.0
2014,CO,Bachelor's degree or higher,1604.0
2014,CT,Totals,3546.0
2014,CT,Educational Attainment,
2014,CT,Children under 15,620.0
2014,CT,No high school diploma,441.0
2014,CT,High school or equivalent,747.0
2014,CT,"Some college, less than 4-yr degree",713.0
2014,CT,Bachelor's degree or higher,1024.0
2014,DE,Totals,908.0
2014,DE,Educational Attainment,
2014,DE,Children under 15,172.0
2014,DE,No high school diploma,108.0
2014,DE,High school or equivalent,224.0
2014,DE,"Some college, less than 4-yr degree",197.0
2014,DE,Bachelor's degree or higher,207.0
2014,DC,Totals,651.0
2014,DC,Educational Attainment,
2014,DC,Children under 15,97.0
2014,DC,No high school diploma,63.0
2014,DC,High school or equivalent,110.0
2014,DC,"Some college, less than 4-yr degree",77.0
2014,DC,Bachelor's degree or higher,303.0
2014,FL,Totals,19379.0
2014,FL,Educational Attainment,
2014,FL,Children under 15,3305.0
2014,FL,No high school diploma,2267.0
2014,FL,High school or equivalent,4820.0
2014,FL,"Some college, less than 4-yr degree",4676.0
2014,FL,Bachelor's degree or higher,4311.0
2014,GA,Totals,9787.0
2014,GA,Educational Attainment,
2014,GA,Children under 15,2083.0
2014,GA,No high school diploma,1270.0
2014,GA,High school or equivalent,2092.0
2014,GA,"Some college, less than 4-yr degree",2064.0
2014,GA,Bachelor's degree or higher,2278.0
2014,HI,Totals,1370.0
2014,HI,Educational Attainment,
2014,HI,Children under 15,262.0
2014,HI,No high school diploma,127.0
2014,HI,High school or equivalent,345.0
2014,HI,"Some college, less than 4-yr degree",326.0
2014,HI,Bachelor's degree or higher,311.0
2014,ID,Totals,1592.0
2014,ID,Educational Attainment,
2014,ID,Children under 15,348.0
2014,ID,No high school diploma,222.0
2014,ID,High school or equivalent,354.0
2014,ID,"Some college, less than 4-yr degree",397.0
2014,ID,Bachelor's degree or higher,271.0
2014,IL,Totals,12797.0
2014,IL,Educational Attainment,
2014,IL,Children under 15,2497.0
2014,IL,No high school diploma,1564.0
2014,IL,High school or equivalent,2692.0
2014,IL,"Some college, less than 4-yr degree",2947.0
2014,IL,Bachelor's degree or higher,3097.0
2014,IN,Totals,6404.0
2014,IN,Educational Attainment,
2014,IN,Children under 15,1308.0
2014,IN,No high school diploma,791.0
2014,IN,High school or equivalent,1810.0
2014,IN,"Some college, less than 4-yr degree",1406.0
2014,IN,Bachelor's degree or higher,1090.0
2014,IA,Totals,3071.0
2014,IA,Educational Attainment,
2014,IA,Children under 15,607.0
2014,IA,No high school diploma,313.0
2014,IA,High school or equivalent,797.0
2014,IA,"Some college, less than 4-yr degree",784.0
2014,IA,Bachelor's degree or higher,569.0
2014,KS,Totals,2841.0
2014,KS,Educational Attainment,
2014,KS,Children under 15,596.0
2014,KS,No high school diploma,330.0
2014,KS,High school or equivalent,519.0
2014,KS,"Some college, less than 4-yr degree",708.0
2014,KS,Bachelor's degree or higher,688.0
2014,KY,Totals,4371.0
2014,KY,Educational Attainment,
2014,KY,Children under 15,842.0
2014,KY,No high school diploma,577.0
2014,KY,High school or equivalent,1183.0
2014,KY,"Some college, less than 4-yr degree",983.0
2014,KY,Bachelor's degree or higher,786.0
2014,LA,Totals,4515.0
2014,LA,Educational Attainment,
2014,LA,Children under 15,900.0
2014,LA,No high school diploma,684.0
2014,LA,High school or equivalent,1203.0
2014,LA,"Some college, less than 4-yr degree",901.0
2014,LA,Bachelor's degree or higher,827.0
2014,ME,Totals,1312.0
2014,ME,Educational Attainment,
2014,ME,Children under 15,216.0
2014,ME,No high school diploma,135.0
2014,ME,High school or equivalent,360.0
2014,ME,"Some college, less than 4-yr degree",284.0
2014,ME,Bachelor's degree or higher,317.0
2014,MD,Totals,5945.0
2014,MD,Educational Attainment,
2014,MD,Children under 15,1136.0
2014,MD,No high school diploma,614.0
2014,MD,High school or equivalent,1211.0
2014,MD,"Some college, less than 4-yr degree",1238.0
2014,MD,Bachelor's degree or higher,1744.0
2014,MA,Totals,6595.0
2014,MA,Educational Attainment,
2014,MA,Children under 15,1152.0
2014,MA,No high school diploma,811.0
2014,MA,High school or equivalent,1458.0
2014,MA,"Some college, less than 4-yr degree",1121.0
2014,MA,Bachelor's degree or higher,2053.0
2014,MI,Totals,9848.0
2014,MI,Educational Attainment,
2014,MI,Children under 15,1861.0
2014,MI,No high school diploma,1081.0
2014,MI,High school or equivalent,2460.0
2014,MI,"Some college, less than 4-yr degree",2495.0
2014,MI,Bachelor's degree or higher,1951.0
2014,MN,Totals,5405.0
2014,MN,Educational Attainment,
2014,MN,Children under 15,1069.0
2014,MN,No high school diploma,540.0
2014,MN,High school or equivalent,1020.0
2014,MN,"Some college, less than 4-yr degree",1418.0
2014,MN,Bachelor's degree or higher,1357.0
2014,MS,Totals,2920.0
2014,MS,Educational Attainment,
2014,MS,Children under 15,609.0
2014,MS,No high school diploma,475.0
2014,MS,High school or equivalent,661.0
2014,MS,"Some college, less than 4-yr degree",686.0
2014,MS,Bachelor's degree or higher,489.0
2014,MO,Totals,6005.0
2014,MO,Educational Attainment,
2014,MO,Children under 15,1139.0
2014,MO,No high school diploma,673.0
2014,MO,High school or equivalent,1611.0
2014,MO,"Some college, less than 4-yr degree",1392.0
2014,MO,Bachelor's degree or higher,1189.0
2014,MT,Totals,1002.0
2014,MT,Educational Attainment,
2014,MT,Children under 15,184.0
2014,MT,No high school diploma,110.0
2014,MT,High school or equivalent,259.0
2014,MT,"Some college, less than 4-yr degree",254.0
2014,MT,Bachelor's degree or higher,195.0
2014,NE,Totals,1845.0
2014,NE,Educational Attainment,
2014,NE,Children under 15,391.0
2014,NE,No high school diploma,201.0
2014,NE,High school or equivalent,345.0
2014,NE,"Some college, less than 4-yr degree",486.0
2014,NE,Bachelor's degree or higher,421.0
2014,NV,Totals,2760.0
2014,NV,Educational Attainment,
2014,NV,Children under 15,541.0
2014,NV,No high school diploma,370.0
2014,NV,High school or equivalent,741.0
2014,NV,"Some college, less than 4-yr degree",655.0
2014,NV,Bachelor's degree or higher,452.0
2014,NH,Totals,1318.0
2014,NH,Educational Attainment,
2014,NH,Children under 15,220.0
2014,NH,No high school diploma,119.0
2014,NH,High school or equivalent,314.0
2014,NH,"Some college, less than 4-yr degree",299.0
2014,NH,Bachelor's degree or higher,367.0
2014,NJ,Totals,8849.0
2014,NJ,Educational Attainment,
2014,NJ,Children under 15,1658.0
2014,NJ,No high school diploma,1108.0
2014,NJ,High school or equivalent,1993.0
2014,NJ,"Some college, less than 4-yr degree",1730.0
2014,NJ,Bachelor's degree or higher,2360.0
2014,NM,Totals,2100.0
2014,NM,Educational Attainment,
2014,NM,Children under 15,405.0
2014,NM,No high school diploma,301.0
2014,NM,High school or equivalent,466.0
2014,NM,"Some college, less than 4-yr degree",492.0
2014,NM,Bachelor's degree or higher,436.0
2014,NY,Totals,19518.0
2014,NY,Educational Attainment,
2014,NY,Children under 15,3502.0
2014,NY,No high school diploma,2619.0
2014,NY,High school or equivalent,4331.0
2014,NY,"Some college, less than 4-yr degree",3904.0
2014,NY,Bachelor's degree or higher,5162.0
2014,NC,Totals,9639.0
2014,NC,Educational Attainment,
2014,NC,Children under 15,1911.0
2014,NC,No high school diploma,1557.0
2014,NC,High school or equivalent,2115.0
2014,NC,"Some college, less than 4-yr degree",2115.0
2014,NC,Bachelor's degree or higher,1941.0
2014,ND,Totals,711.0
2014,ND,Educational Attainment,
2014,ND,Children under 15,139.0
2014,ND,No high school diploma,60.0
2014,ND,High school or equivalent,162.0
2014,ND,"Some college, less than 4-yr degree",189.0
2014,ND,Bachelor's degree or higher,161.0
2014,OH,Totals,11477.0
2014,OH,Educational Attainment,
2014,OH,Children under 15,2160.0
2014,OH,No high school diploma,1477.0
2014,OH,High school or equivalent,3396.0
2014,OH,"Some college, less than 4-yr degree",2277.0
2014,OH,Bachelor's degree or higher,2167.0
2014,OK,Totals,3722.0
2014,OK,Educational Attainment,
2014,OK,Children under 15,790.0
2014,OK,No high school diploma,547.0
2014,OK,High school or equivalent,1002.0
2014,OK,"Some college, less than 4-yr degree",798.0
2014,OK,Bachelor's degree or higher,585.0
2014,OR,Totals,3941.0
2014,OR,Educational Attainment,
2014,OR,Children under 15,718.0
2014,OR,No high school diploma,429.0
2014,OR,High school or equivalent,877.0
2014,OR,"Some college, less than 4-yr degree",1041.0
2014,OR,Bachelor's degree or higher,878.0
2014,PA,Totals,12759.0
2014,PA,Educational Attainment,
2014,PA,Children under 15,2236.0
2014,PA,No high school diploma,1506.0
2014,PA,High school or equivalent,3781.0
2014,PA,"Some college, less than 4-yr degree",2305.0
2014,PA,Bachelor's degree or higher,2932.0
2014,RI,Totals,1048.0
2014,RI,Educational Attainment,
2014,RI,Children under 15,175.0
2014,RI,No high school diploma,157.0
2014,RI,High school or equivalent,226.0
2014,RI,"Some college, less than 4-yr degree",210.0
2014,RI,Bachelor's degree or higher,280.0
2014,SC,Totals,4684.0
2014,SC,Educational Attainment,
2014,SC,Children under 15,905.0
2014,SC,No high school diploma,626.0
2014,SC,High school or equivalent,1207.0
2014,SC,"Some college, less than 4-yr degree",972.0
2014,SC,Bachelor's degree or higher,974.0
2014,SD,Totals,836.0
2014,SD,Educational Attainment,
2014,SD,Children under 15,175.0
2014,SD,No high school diploma,87.0
2014,SD,High school or equivalent,187.0
2014,SD,"Some college, less than 4-yr degree",220.0
2014,SD,Bachelor's degree or higher,166.0
2014,TN,Totals,6456.0
2014,TN,Educational Attainment,
2014,TN,Children under 15,1282.0
2014,TN,No high school diploma,943.0
2014,TN,High school or equivalent,1651.0
2014,TN,"Some college, less than 4-yr degree",1349.0
2014,TN,Bachelor's degree or higher,1230.0
2014,TX,Totals,26423.0
2014,TX,Educational Attainment,
2014,TX,Children under 15,5941.0
2014,TX,No high school diploma,4613.0
2014,TX,High school or equivalent,5403.0
2014,TX,"Some college, less than 4-yr degree",5462.0
2014,TX,Bachelor's degree or higher,5002.0
2014,UT,Totals,2878.0
2014,UT,Educational Attainment,
2014,UT,Children under 15,766.0
2014,UT,No high school diploma,280.0
2014,UT,High school or equivalent,552.0
2014,UT,"Some college, less than 4-yr degree",705.0
2014,UT,Bachelor's degree or higher,575.0
2014,VT,Totals,620.0
2014,VT,Educational Attainment,
2014,VT,Children under 15,100.0
2014,VT,No high school diploma,61.0
2014,VT,High school or equivalent,165.0
2014,VT,"Some college, less than 4-yr degree",125.0
2014,VT,Bachelor's degree or higher,169.0
2014,VA,Totals,8181.0
2014,VA,Educational Attainment,
2014,VA,Children under 15,1545.0
2014,VA,No high school diploma,1025.0
2014,VA,High school or equivalent,1737.0
2014,VA,"Some college, less than 4-yr degree",1737.0
2014,VA,Bachelor's degree or higher,2136.0
2014,WA,Totals,6862.0
2014,WA,Educational Attainment,
2014,WA,Children under 15,1330.0
2014,WA,No high school diploma,766.0
2014,WA,High school or equivalent,1316.0
2014,WA,"Some college, less than 4-yr degree",1847.0
2014,WA,Bachelor's degree or higher,1604.0
2014,WV,Totals,1833.0
2014,WV,Educational Attainment,
2014,WV,Children under 15,320.0
2014,WV,No high school diploma,261.0
2014,WV,High school or equivalent,629.0
2014,WV,"Some college, less than 4-yr degree",325.0
2014,WV,Bachelor's degree or higher,297.0
2014,WI,Totals,5632.0
2014,WI,Educational Attainment,
2014,WI,Children under 15,1077.0
2014,WI,No high school diploma,597.0
2014,WI,High school or equivalent,1324.0
2014,WI,"Some college, less than 4-yr degree",1449.0
2014,WI,Bachelor's degree or higher,1185.0
2014,WY,Totals,580.0
2014,WY,Educational Attainment,
2014,WY,Children under 15,116.0
2014,WY,No high school diploma,59.0
2014,WY,High school or equivalent,149.0
2014,WY,"Some college, less than 4-yr degree",159.0
2014,WY,Bachelor's degree or higher,96.0
2013,Total US,Totals,311116.0
2013,Total US,Educational Attainment,
2013,Total US,Children under 15,61093.0
2013,Total US,No high school diploma,42483.0
2013,Total US,High school or equivalent,70195.0
2013,Total US,"Some college, less than 4-yr degree",68794.0
2013,Total US,Bachelor's degree or higher,68551.0
2013,AL,Totals,4817.0
2013,AL,Educational Attainment,
2013,AL,Children under 15,907.0
2013,AL,No high school diploma,772.0
2013,AL,High school or equivalent,1278.0
2013,AL,"Some college, less than 4-yr degree",936.0
2013,AL,Bachelor's degree or higher,924.0
2013,AK,Totals,704.0
2013,AK,Educational Attainment,
2013,AK,Children under 15,155.0
2013,AK,No high school diploma,85.0
2013,AK,High school or equivalent,155.0
2013,AK,"Some college, less than 4-yr degree",172.0
2013,AK,Bachelor's degree or higher,138.0
2013,AZ,Totals,6644.0
2013,AZ,Educational Attainment,
2013,AZ,Children under 15,1346.0
2013,AZ,No high school diploma,1110.0
2013,AZ,High school or equivalent,1380.0
2013,AZ,"Some college, less than 4-yr degree",1482.0
2013,AZ,Bachelor's degree or higher,1325.0
2013,AR,Totals,2914.0
2013,AR,Educational Attainment,
2013,AR,Children under 15,593.0
2013,AR,No high school diploma,467.0
2013,AR,High school or equivalent,772.0
2013,AR,"Some college, less than 4-yr degree",648.0
2013,AR,Bachelor's degree or higher,433.0
2013,CA,Totals,37985.0
2013,CA,Educational Attainment,
2013,CA,Children under 15,7637.0
2013,CA,No high school diploma,6223.0
2013,CA,High school or equivalent,6663.0
2013,CA,"Some college, less than 4-yr degree",8693.0
2013,CA,Bachelor's degree or higher,8769.0
2013,CO,Totals,5160.0
2013,CO,Educational Attainment,
2013,CO,Children under 15,1023.0
2013,CO,No high school diploma,641.0
2013,CO,High school or equivalent,846.0
2013,CO,"Some college, less than 4-yr degree",1140.0
2013,CO,Bachelor's degree or higher,1510.0
2013,CT,Totals,3521.0
2013,CT,Educational Attainment,
2013,CT,Children under 15,640.0
2013,CT,No high school diploma,447.0
2013,CT,High school or equivalent,736.0
2013,CT,"Some college, less than 4-yr degree",688.0
2013,CT,Bachelor's degree or higher,1011.0
2013,DE,Totals,902.0
2013,DE,Educational Attainment,
2013,DE,Children under 15,171.0
2013,DE,No high school diploma,112.0
2013,DE,High school or equivalent,229.0
2013,DE,"Some college, less than 4-yr degree",192.0
2013,DE,Bachelor's degree or higher,197.0
2013,DC,Totals,633.0
2013,DC,Educational Attainment,
2013,DC,Children under 15,96.0
2013,DC,No high school diploma,66.0
2013,DC,High school or equivalent,99.0
2013,DC,"Some college, less than 4-yr degree",77.0
2013,DC,Bachelor's degree or higher,294.0
2013,FL,Totals,19184.0
2013,FL,Educational Attainment,
2013,FL,Children under 15,3282.0
2013,FL,No high school diploma,2403.0
2013,FL,High school or equivalent,4660.0
2013,FL,"Some college, less than 4-yr degree",4542.0
2013,FL,Bachelor's degree or higher,4297.0
2013,GA,Totals,9672.0
2013,GA,Educational Attainment,
2013,GA,Children under 15,2109.0
2013,GA,No high school diploma,1307.0
2013,GA,High school or equivalent,2165.0
2013,GA,"Some college, less than 4-yr degree",2011.0
2013,GA,Bachelor's degree or higher,2080.0
2013,HI,Totals,1356.0
2013,HI,Educational Attainment,
2013,HI,Children under 15,255.0
2013,HI,No high school diploma,128.0
2013,HI,High school or equivalent,346.0
2013,HI,"Some college, less than 4-yr degree",330.0
2013,HI,Bachelor's degree or higher,297.0
2013,ID,Totals,1590.0
2013,ID,Educational Attainment,
2013,ID,Children under 15,359.0
2013,ID,No high school diploma,197.0
2013,ID,High school or equivalent,339.0
2013,ID,"Some college, less than 4-yr degree",405.0
2013,ID,Bachelor's degree or higher,290.0
2013,IL,Totals,12737.0
2013,IL,Educational Attainment,
2013,IL,Children under 15,2510.0
2013,IL,No high school diploma,1499.0
2013,IL,High school or equivalent,2781.0
2013,IL,"Some college, less than 4-yr degree",2818.0
2013,IL,Bachelor's degree or higher,3130.0
2013,IN,Totals,6348.0
2013,IN,Educational Attainment,
2013,IN,Children under 15,1290.0
2013,IN,No high school diploma,850.0
2013,IN,High school or equivalent,1731.0
2013,IN,"Some college, less than 4-yr degree",1448.0
2013,IN,Bachelor's degree or higher,1029.0
2013,IA,Totals,3013.0
2013,IA,Educational Attainment,
2013,IA,Children under 15,595.0
2013,IA,No high school diploma,365.0
2013,IA,High school or equivalent,744.0
2013,IA,"Some college, less than 4-yr degree",712.0
2013,IA,Bachelor's degree or higher,596.0
2013,KS,Totals,2835.0
2013,KS,Educational Attainment,
2013,KS,Children under 15,610.0
2013,KS,No high school diploma,317.0
2013,KS,High school or equivalent,595.0
2013,KS,"Some college, less than 4-yr degree",675.0
2013,KS,Bachelor's degree or higher,639.0
2013,KY,Totals,4354.0
2013,KY,Educational Attainment,
2013,KY,Children under 15,844.0
2013,KY,No high school diploma,611.0
2013,KY,High school or equivalent,1248.0
2013,KY,"Some college, less than 4-yr degree",968.0
2013,KY,Bachelor's degree or higher,682.0
2013,LA,Totals,4467.0
2013,LA,Educational Attainment,
2013,LA,Children under 15,931.0
2013,LA,No high school diploma,662.0
2013,LA,High school or equivalent,1243.0
2013,LA,"Some college, less than 4-yr degree",865.0
2013,LA,Bachelor's degree or higher,765.0
2013,ME,Totals,1332.0
2013,ME,Educational Attainment,
2013,ME,Children under 15,218.0
2013,ME,No high school diploma,140.0
2013,ME,High school or equivalent,365.0
2013,ME,"Some college, less than 4-yr degree",318.0
2013,ME,Bachelor's degree or higher,291.0
2013,MD,Totals,5899.0
2013,MD,Educational Attainment,
2013,MD,Children under 15,1102.0
2013,MD,No high school diploma,690.0
2013,MD,High school or equivalent,1161.0
2013,MD,"Some college, less than 4-yr degree",1205.0
2013,MD,Bachelor's degree or higher,1741.0
2013,MA,Totals,6575.0
2013,MA,Educational Attainment,
2013,MA,Children under 15,1123.0
2013,MA,No high school diploma,789.0
2013,MA,High school or equivalent,1368.0
2013,MA,"Some college, less than 4-yr degree",1272.0
2013,MA,Bachelor's degree or higher,2024.0
2013,MI,Totals,9741.0
2013,MI,Educational Attainment,
2013,MI,Children under 15,1853.0
2013,MI,No high school diploma,1034.0
2013,MI,High school or equivalent,2369.0
2013,MI,"Some college, less than 4-yr degree",2485.0
2013,MI,Bachelor's degree or higher,2001.0
2013,MN,Totals,5357.0
2013,MN,Educational Attainment,
2013,MN,Children under 15,1058.0
2013,MN,No high school diploma,560.0
2013,MN,High school or equivalent,972.0
2013,MN,"Some college, less than 4-yr degree",1397.0
2013,MN,Bachelor's degree or higher,1370.0
2013,MS,Totals,2895.0
2013,MS,Educational Attainment,
2013,MS,Children under 15,628.0
2013,MS,No high school diploma,510.0
2013,MS,High school or equivalent,682.0
2013,MS,"Some college, less than 4-yr degree",625.0
2013,MS,Bachelor's degree or higher,450.0
2013,MO,Totals,5963.0
2013,MO,Educational Attainment,
2013,MO,Children under 15,1176.0
2013,MO,No high school diploma,790.0
2013,MO,High school or equivalent,1353.0
2013,MO,"Some college, less than 4-yr degree",1391.0
2013,MO,Bachelor's degree or higher,1253.0
2013,MT,Totals,1001.0
2013,MT,Educational Attainment,
2013,MT,Children under 15,180.0
2013,MT,No high school diploma,96.0
2013,MT,High school or equivalent,246.0
2013,MT,"Some college, less than 4-yr degree",261.0
2013,MT,Bachelor's degree or higher,218.0
2013,NE,Totals,1850.0
2013,NE,Educational Attainment,
2013,NE,Children under 15,391.0
2013,NE,No high school diploma,205.0
2013,NE,High school or equivalent,379.0
2013,NE,"Some college, less than 4-yr degree",474.0
2013,NE,Bachelor's degree or higher,400.0
2013,NV,Totals,2740.0
2013,NV,Educational Attainment,
2013,NV,Children under 15,552.0
2013,NV,No high school diploma,365.0
2013,NV,High school or equivalent,703.0
2013,NV,"Some college, less than 4-yr degree",697.0
2013,NV,Bachelor's degree or higher,422.0
2013,NH,Totals,1310.0
2013,NH,Educational Attainment,
2013,NH,Children under 15,220.0
2013,NH,No high school diploma,132.0
2013,NH,High school or equivalent,293.0
2013,NH,"Some college, less than 4-yr degree",283.0
2013,NH,Bachelor's degree or higher,382.0
2013,NJ,Totals,8725.0
2013,NJ,Educational Attainment,
2013,NJ,Children under 15,1658.0
2013,NJ,No high school diploma,1122.0
2013,NJ,High school or equivalent,1983.0
2013,NJ,"Some college, less than 4-yr degree",1563.0
2013,NJ,Bachelor's degree or higher,2398.0
2013,NM,Totals,2067.0
2013,NM,Educational Attainment,
2013,NM,Children under 15,431.0
2013,NM,No high school diploma,308.0
2013,NM,High school or equivalent,428.0
2013,NM,"Some college, less than 4-yr degree",482.0
2013,NM,Bachelor's degree or higher,419.0
2013,NY,Totals,19329.0
2013,NY,Educational Attainment,
2013,NY,Children under 15,3513.0
2013,NY,No high school diploma,2647.0
2013,NY,High school or equivalent,4232.0
2013,NY,"Some college, less than 4-yr degree",3950.0
2013,NY,Bachelor's degree or higher,4986.0
2013,NC,Totals,9653.0
2013,NC,Educational Attainment,
2013,NC,Children under 15,1941.0
2013,NC,No high school diploma,1504.0
2013,NC,High school or equivalent,2205.0
2013,NC,"Some college, less than 4-yr degree",2149.0
2013,NC,Bachelor's degree or higher,1854.0
2013,ND,Totals,693.0
2013,ND,Educational Attainment,
2013,ND,Children under 15,133.0
2013,ND,No high school diploma,62.0
2013,ND,High school or equivalent,159.0
2013,ND,"Some college, less than 4-yr degree",178.0
2013,ND,Bachelor's degree or higher,161.0
2013,OH,Totals,11411.0
2013,OH,Educational Attainment,
2013,OH,Children under 15,2157.0
2013,OH,No high school diploma,1526.0
2013,OH,High school or equivalent,3149.0
2013,OH,"Some college, less than 4-yr degree",2495.0
2013,OH,Bachelor's degree or higher,2085.0
2013,OK,Totals,3714.0
2013,OK,Educational Attainment,
2013,OK,Children under 15,798.0
2013,OK,No high school diploma,451.0
2013,OK,High school or equivalent,958.0
2013,OK,"Some college, less than 4-yr degree",894.0
2013,OK,Bachelor's degree or higher,614.0
2013,OR,Totals,3877.0
2013,OR,Educational Attainment,
2013,OR,Children under 15,711.0
2013,OR,No high school diploma,432.0
2013,OR,High school or equivalent,854.0
2013,OR,"Some college, less than 4-yr degree",1037.0
2013,OR,Bachelor's degree or higher,843.0
2013,PA,Totals,12692.0
2013,PA,Educational Attainment,
2013,PA,Children under 15,2257.0
2013,PA,No high school diploma,1482.0
2013,PA,High school or equivalent,3804.0
2013,PA,"Some college, less than 4-yr degree",2410.0
2013,PA,Bachelor's degree or higher,2738.0
2013,RI,Totals,1036.0
2013,RI,Educational Attainment,
2013,RI,Children under 15,176.0
2013,RI,No high school diploma,153.0
2013,RI,High school or equivalent,224.0
2013,RI,"Some college, less than 4-yr degree",219.0
2013,RI,Bachelor's degree or higher,264.0
2013,SC,Totals,4668.0
2013,SC,Educational Attainment,
2013,SC,Children under 15,896.0
2013,SC,No high school diploma,693.0
2013,SC,High school or equivalent,1167.0
2013,SC,"Some college, less than 4-yr degree",975.0
2013,SC,Bachelor's degree or higher,938.0
2013,SD,Totals,825.0
2013,SD,Educational Attainment,
2013,SD,Children under 15,170.0
2013,SD,No high school diploma,93.0
2013,SD,High school or equivalent,189.0
2013,SD,"Some college, less than 4-yr degree",213.0
2013,SD,Bachelor's degree or higher,160.0
2013,TN,Totals,6428.0
2013,TN,Educational Attainment,
2013,TN,Children under 15,1249.0
2013,TN,No high school diploma,892.0
2013,TN,High school or equivalent,1676.0
2013,TN,"Some college, less than 4-yr degree",1416.0
2013,TN,Bachelor's degree or higher,1194.0
2013,TX,Totals,26113.0
2013,TX,Educational Attainment,
2013,TX,Children under 15,5913.0
2013,TX,No high school diploma,4475.0
2013,TX,High school or equivalent,5401.0
2013,TX,"Some college, less than 4-yr degree",5464.0
2013,TX,Bachelor's degree or higher,4860.0
2013,UT,Totals,2854.0
2013,UT,Educational Attainment,
2013,UT,Children under 15,759.0
2013,UT,No high school diploma,302.0
2013,UT,High school or equivalent,504.0
2013,UT,"Some college, less than 4-yr degree",748.0
2013,UT,Bachelor's degree or higher,540.0
2013,VT,Totals,615.0
2013,VT,Educational Attainment,
2013,VT,Children under 15,100.0
2013,VT,No high school diploma,63.0
2013,VT,High school or equivalent,166.0
2013,VT,"Some college, less than 4-yr degree",125.0
2013,VT,Bachelor's degree or higher,161.0
2013,VA,Totals,8011.0
2013,VA,Educational Attainment,
2013,VA,Children under 15,1547.0
2013,VA,No high school diploma,965.0
2013,VA,High school or equivalent,1737.0
2013,VA,"Some college, less than 4-yr degree",1643.0
2013,VA,Bachelor's degree or higher,2118.0
2013,WA,Totals,6873.0
2013,WA,Educational Attainment,
2013,WA,Children under 15,1325.0
2013,WA,No high school diploma,785.0
2013,WA,High school or equivalent,1334.0
2013,WA,"Some college, less than 4-yr degree",1769.0
2013,WA,Bachelor's degree or higher,1660.0
2013,WV,Totals,1806.0
2013,WV,Educational Attainment,
2013,WV,Children under 15,315.0
2013,WV,No high school diploma,259.0
2013,WV,High school or equivalent,597.0
2013,WV,"Some college, less than 4-yr degree",319.0
2013,WV,Bachelor's degree or higher,316.0
2013,WI,Totals,5648.0
2013,WI,Educational Attainment,
2013,WI,Children under 15,1074.0
2013,WI,No high school diploma,640.0
2013,WI,High school or equivalent,1375.0
2013,WI,"Some college, less than 4-yr degree",1365.0
2013,WI,Bachelor's degree or higher,1194.0
2013,WY,Totals,578.0
2013,WY,Educational Attainment,
2013,WY,Children under 15,116.0
2013,WY,No high school diploma,58.0
2013,WY,High school or equivalent,152.0
2013,WY,"Some college, less than 4-yr degree",169.0
2013,WY,Bachelor's degree or higher,84.0
2012,Total US,Totals,308827.0
2012,Total US,Educational Attainment,
2012,Total US,Children under 15,61131.0
2012,Total US,No high school diploma,43548.0
2012,Total US,High school or equivalent,70630.0
2012,Total US,"Some college, less than 4-yr degree",67302.0
2012,Total US,Bachelor's degree or higher,66216.0
2012,AL,Totals,4765.0
2012,AL,Educational Attainment,
2012,AL,Children under 15,913.0
2012,AL,No high school diploma,763.0
2012,AL,High school or equivalent,1235.0
2012,AL,"Some college, less than 4-yr degree",1023.0
2012,AL,Bachelor's degree or higher,831.0
2012,AK,Totals,713.0
2012,AK,Educational Attainment,
2012,AK,Children under 15,156.0
2012,AK,No high school diploma,88.0
2012,AK,High school or equivalent,159.0
2012,AK,"Some college, less than 4-yr degree",175.0
2012,AK,Bachelor's degree or higher,135.0
2012,AZ,Totals,6561.0
2012,AZ,Educational Attainment,
2012,AZ,Children under 15,1337.0
2012,AZ,No high school diploma,1007.0
2012,AZ,High school or equivalent,1222.0
2012,AZ,"Some college, less than 4-yr degree",1604.0
2012,AZ,Bachelor's degree or higher,1391.0
2012,AR,Totals,2909.0
2012,AR,Educational Attainment,
2012,AR,Children under 15,611.0
2012,AR,No high school diploma,410.0
2012,AR,High school or equivalent,743.0
2012,AR,"Some college, less than 4-yr degree",675.0
2012,AR,Bachelor's degree or higher,470.0
2012,CA,Totals,37634.0
2012,CA,Educational Attainment,
2012,CA,Children under 15,7627.0
2012,CA,No high school diploma,6656.0
2012,CA,High school or equivalent,6872.0
2012,CA,"Some college, less than 4-yr degree",8247.0
2012,CA,Bachelor's degree or higher,8231.0
2012,CO,Totals,5028.0
2012,CO,Educational Attainment,
2012,CO,Children under 15,1017.0
2012,CO,No high school diploma,593.0
2012,CO,High school or equivalent,888.0
2012,CO,"Some college, less than 4-yr degree",1136.0
2012,CO,Bachelor's degree or higher,1393.0
2012,CT,Totals,3517.0
2012,CT,Educational Attainment,
2012,CT,Children under 15,641.0
2012,CT,No high school diploma,431.0
2012,CT,High school or equivalent,759.0
2012,CT,"Some college, less than 4-yr degree",677.0
2012,CT,Bachelor's degree or higher,1009.0
2012,DE,Totals,903.0
2012,DE,Educational Attainment,
2012,DE,Children under 15,166.0
2012,DE,No high school diploma,124.0
2012,DE,High school or equivalent,237.0
2012,DE,"Some college, less than 4-yr degree",181.0
2012,DE,Bachelor's degree or higher,195.0
2012,DC,Totals,620.0
2012,DC,Educational Attainment,
