,State,Food Insecurity Rate,Child food insecurity rate,Year
13671,Kentucky,0.15,0.223,2013
13672,Kentucky,0.131,0.21,2013
13673,Kentucky,0.159,0.213,2013
13674,Kentucky,0.23399999999999999,0.334,2013
13675,Kentucky,0.166,0.243,2013
13676,Kentucky,0.17,0.254,2013
13677,Kentucky,0.159,0.217,2013
13678,Kentucky,0.151,0.229,2013
13679,Kentucky,0.155,0.239,2013
13680,Kentucky,0.158,0.24,2013
13681,Kentucky,0.218,0.336,2013
13682,Kentucky,0.172,0.196,2013
13683,Kentucky,0.15,0.218,2013
13684,Kentucky,0.17600000000000002,0.264,2013
13685,Kentucky,0.142,0.197,2013
13686,Kentucky,0.198,0.286,2013
13687,Kentucky,0.215,0.324,2013
13688,Kentucky,0.14400000000000002,0.229,2013
13689,Kentucky,0.168,0.25,2013
13690,Kentucky,0.182,0.265,2013
13691,Kentucky,0.215,0.343,2013
13692,Kentucky,0.209,0.286,2013
13693,Kentucky,0.213,0.312,2013
13694,Kentucky,0.191,0.301,2013
13695,Kentucky,0.18100000000000002,0.277,2013
13696,Kentucky,0.145,0.215,2013
13697,Kentucky,0.16,0.235,2013
13698,Kentucky,0.15,0.265,2013
13699,Kentucky,0.16,0.209,2013
13700,Kentucky,0.218,0.294,2013
13701,Kentucky,0.149,0.241,2013
13702,Kentucky,0.166,0.215,2013
13703,Kentucky,0.218,0.323,2013
13704,Kentucky,0.15,0.2,2013
13705,Kentucky,0.134,0.202,2013
13706,Kentucky,0.214,0.341,2013
13707,Kentucky,0.171,0.237,2013
13708,Kentucky,0.155,0.23,2013
13709,Kentucky,0.19399999999999998,0.31,2013
13710,Kentucky,0.149,0.218,2013
13711,Kentucky,0.157,0.233,2013
13712,Kentucky,0.16399999999999998,0.253,2013
13713,Kentucky,0.174,0.254,2013
13714,Kentucky,0.19399999999999998,0.296,2013
13715,Kentucky,0.162,0.245,2013
13716,Kentucky,0.152,0.226,2013
13717,Kentucky,0.158,0.22,2013
13718,Kentucky,0.142,0.232,2013
13719,Kentucky,0.099,0.143,2013
13720,Kentucky,0.14,0.203,2013
13721,Kentucky,0.213,0.296,2013
13722,Kentucky,0.145,0.219,2013
13723,Kentucky,0.19899999999999998,0.284,2013
13724,Kentucky,0.183,0.274,2013
13725,Kentucky,0.19699999999999998,0.267,2013
13726,Kentucky,0.171,0.252,2013
13727,Kentucky,0.17,0.262,2013
13728,Kentucky,0.16399999999999998,0.252,2013
13729,Kentucky,0.17800000000000002,0.253,2013
13730,Kentucky,0.177,0.257,2013
13731,Kentucky,0.13,0.183,2013
13732,Kentucky,0.128,0.175,2013
13733,Kentucky,0.165,0.216,2013
13734,Kentucky,0.111,0.159,2013
13735,Kentucky,0.165,0.253,2013
13736,Kentucky,0.159,0.212,2013
13737,Kentucky,0.154,0.224,2013
13738,Kentucky,0.14300000000000002,0.206,2013
13739,Kentucky,0.171,0.232,2013
13740,Kentucky,0.163,0.202,2013
13741,Kentucky,0.138,0.199,2013
13742,Kentucky,0.184,0.274,2013
13743,Kentucky,0.14300000000000002,0.197,2013
13744,Kentucky,0.184,0.271,2013
13745,Kentucky,0.22399999999999998,0.354,2013
13746,Kentucky,0.124,0.172,2013
13747,Louisiana,0.14300000000000002,0.232,2013
13748,Louisiana,0.14800000000000002,0.252,2013
13749,Louisiana,0.109,0.192,2013
13750,Louisiana,0.146,0.227,2013
13751,Louisiana,0.17,0.257,2013
13752,Louisiana,0.132,0.243,2013
13753,Louisiana,0.187,0.27,2013
13754,Louisiana,0.132,0.215,2013
13755,Louisiana,0.184,0.232,2013
13756,Louisiana,0.14400000000000002,0.228,2013
13757,Louisiana,0.147,0.263,2013
13758,Louisiana,0.081,0.191,2013
13759,Louisiana,0.16699999999999998,0.251,2013
13760,Louisiana,0.205,0.307,2013
13761,Louisiana,0.22,0.306,2013
13762,Louisiana,0.172,0.254,2013
13763,Louisiana,0.172,0.21,2013
13764,Louisiana,0.3,0.363,2013
13765,Louisiana,0.159,0.216,2013
13766,Louisiana,0.16899999999999998,0.251,2013
13767,Louisiana,0.20199999999999999,0.314,2013
13768,Louisiana,0.131,0.254,2013
13769,Louisiana,0.153,0.237,2013
13770,Louisiana,0.174,0.221,2013
13771,Louisiana,0.17,0.253,2013
13772,Louisiana,0.13699999999999998,0.223,2013
13773,Louisiana,0.136,0.232,2013
13774,Louisiana,0.138,0.201,2013
13775,Louisiana,0.109,0.206,2013
13776,Louisiana,0.11,0.216,2013
13777,Louisiana,0.209,0.264,2013
13778,Louisiana,0.105,0.219,2013
13779,Louisiana,0.259,0.326,2013
13780,Louisiana,0.21899999999999997,0.277,2013
13781,Louisiana,0.196,0.254,2013
13782,Louisiana,0.221,0.248,2013
13783,Louisiana,0.18100000000000002,0.25,2013
13784,Louisiana,0.122,0.203,2013
13785,Louisiana,0.153,0.225,2013
13786,Louisiana,0.163,0.239,2013
13787,Louisiana,0.174,0.232,2013
13788,Louisiana,0.18,0.26,2013
13789,Louisiana,0.14300000000000002,0.268,2013
13790,Louisiana,0.13699999999999998,0.254,2013
13791,Louisiana,0.11900000000000001,0.2,2013
13792,Louisiana,0.204,0.256,2013
13793,Louisiana,0.16399999999999998,0.213,2013
13794,Louisiana,0.16399999999999998,0.198,2013
13795,Louisiana,0.18100000000000002,0.257,2013
13796,Louisiana,0.14,0.227,2013
13797,Louisiana,0.159,0.244,2013
13798,Louisiana,0.102,0.197,2013
13799,Louisiana,0.165,0.239,2013
13800,Louisiana,0.23399999999999999,0.308,2013
13801,Louisiana,0.12300000000000001,0.224,2013
13802,Louisiana,0.159,0.304,2013
13803,Louisiana,0.129,0.236,2013
13804,Louisiana,0.145,0.243,2013
13805,Louisiana,0.18100000000000002,0.265,2013
13806,Louisiana,0.172,0.256,2013
13807,Louisiana,0.14800000000000002,0.202,2013
13808,Louisiana,0.188,0.336,2013
13809,Louisiana,0.16399999999999998,0.241,2013
13810,Louisiana,0.166,0.256,2013
13811,Maine,0.162,0.247,2013
13812,Maine,0.17,0.265,2013
13813,Maine,0.142,0.206,2013
13814,Maine,0.16,0.252,2013
13815,Maine,0.156,0.255,2013
13816,Maine,0.15,0.229,2013
13817,Maine,0.135,0.22,2013
13818,Maine,0.134,0.238,2013
13819,Maine,0.155,0.25,2013
13820,Maine,0.165,0.244,2013
13821,Maine,0.17300000000000001,0.289,2013
13822,Maine,0.134,0.219,2013
13823,Maine,0.168,0.273,2013
13824,Maine,0.155,0.251,2013
13825,Maine,0.175,0.281,2013
13826,Maine,0.13699999999999998,0.208,2013
13827,Maryland,0.141,0.271,2013
13828,Maryland,0.09300000000000001,0.177,2013
13829,Maryland,0.129,0.187,2013
13830,Maryland,0.08199999999999999,0.173,2013
13831,Maryland,0.126,0.236,2013
13832,Maryland,0.077,0.182,2013
13833,Maryland,0.111,0.223,2013
13834,Maryland,0.114,0.151,2013
13835,Maryland,0.165,0.265,2013
13836,Maryland,0.084,0.179,2013
13837,Maryland,0.12,0.264,2013
13838,Maryland,0.096,0.192,2013
13839,Maryland,0.081,0.15,2013
13840,Maryland,0.126,0.234,2013
13841,Maryland,0.079,0.158,2013
13842,Maryland,0.14800000000000002,0.149,2013
13843,Maryland,0.08199999999999999,0.2,2013
13844,Maryland,0.098,0.186,2013
13845,Maryland,0.191,0.283,2013
13846,Maryland,0.11,0.208,2013
13847,Maryland,0.133,0.243,2013
13848,Maryland,0.155,0.236,2013
13849,Maryland,0.136,0.243,2013
13850,Maryland,0.22699999999999998,0.245,2013
13851,Massachusetts,0.1,0.173,2013
13852,Massachusetts,0.11699999999999999,0.188,2013
13853,Massachusetts,0.13,0.193,2013
13854,Massachusetts,0.102,0.17,2013
13855,Massachusetts,0.09699999999999999,0.162,2013
13856,Massachusetts,0.111,0.18,2013
13857,Massachusetts,0.121,0.206,2013
13858,Massachusetts,0.10800000000000001,0.157,2013
13859,Massachusetts,0.094,0.13,2013
13860,Massachusetts,0.092,0.157,2013
13861,Massachusetts,0.091,0.123,2013
13862,Massachusetts,0.09699999999999999,0.142,2013
13863,Massachusetts,0.158,0.181,2013
13864,Massachusetts,0.109,0.168,2013
13865,Michigan,0.147,0.244,2013
13866,Michigan,0.153,0.219,2013
13867,Michigan,0.11699999999999999,0.188,2013
13868,Michigan,0.154,0.239,2013
13869,Michigan,0.146,0.252,2013
13870,Michigan,0.16,0.263,2013
13871,Michigan,0.182,0.249,2013
13872,Michigan,0.11599999999999999,0.186,2013
13873,Michigan,0.138,0.212,2013
13874,Michigan,0.14,0.225,2013
13875,Michigan,0.161,0.213,2013
13876,Michigan,0.14400000000000002,0.235,2013
13877,Michigan,0.154,0.211,2013
13878,Michigan,0.133,0.2,2013
13879,Michigan,0.145,0.227,2013
13880,Michigan,0.16,0.264,2013
13881,Michigan,0.17300000000000001,0.25,2013
13882,Michigan,0.179,0.302,2013
13883,Michigan,0.114,0.162,2013
13884,Michigan,0.151,0.249,2013
13885,Michigan,0.149,0.23,2013
13886,Michigan,0.129,0.192,2013
13887,Michigan,0.13,0.18,2013
13888,Michigan,0.146,0.211,2013
13889,Michigan,0.18,0.232,2013
13890,Michigan,0.16699999999999998,0.285,2013
13891,Michigan,0.168,0.28,2013
13892,Michigan,0.129,0.187,2013
13893,Michigan,0.154,0.243,2013
13894,Michigan,0.152,0.253,2013
13895,Michigan,0.16899999999999998,0.218,2013
13896,Michigan,0.14,0.228,2013
13897,Michigan,0.168,0.203,2013
13898,Michigan,0.135,0.209,2013
13899,Michigan,0.165,0.274,2013
13900,Michigan,0.141,0.23,2013
13901,Michigan,0.182,0.215,2013
13902,Michigan,0.153,0.224,2013
13903,Michigan,0.159,0.191,2013
13904,Michigan,0.151,0.233,2013
13905,Michigan,0.133,0.182,2013
13906,Michigan,0.161,0.281,2013
13907,Michigan,0.193,0.314,2013
13908,Michigan,0.133,0.212,2013
13909,Michigan,0.11800000000000001,0.189,2013
13910,Michigan,0.132,0.204,2013
13911,Michigan,0.105,0.161,2013
13912,Michigan,0.168,0.278,2013
13913,Michigan,0.16,0.252,2013
13914,Michigan,0.14400000000000002,0.193,2013
13915,Michigan,0.154,0.247,2013
13916,Michigan,0.149,0.194,2013
13917,Michigan,0.146,0.239,2013
13918,Michigan,0.16699999999999998,0.244,2013
13919,Michigan,0.128,0.214,2013
13920,Michigan,0.131,0.191,2013
13921,Michigan,0.155,0.241,2013
13922,Michigan,0.128,0.195,2013
13923,Michigan,0.158,0.251,2013
13924,Michigan,0.174,0.281,2013
13925,Michigan,0.163,0.225,2013
13926,Michigan,0.136,0.231,2013
13927,Michigan,0.138,0.165,2013
13928,Michigan,0.14300000000000002,0.252,2013
13929,Michigan,0.162,0.264,2013
13930,Michigan,0.16399999999999998,0.257,2013
13931,Michigan,0.168,0.27,2013
13932,Michigan,0.17600000000000002,0.292,2013
13933,Michigan,0.14800000000000002,0.226,2013
13934,Michigan,0.11,0.166,2013
13935,Michigan,0.16,0.252,2013
13936,Michigan,0.17300000000000001,0.297,2013
13937,Michigan,0.163,0.214,2013
13938,Michigan,0.15,0.225,2013
13939,Michigan,0.136,0.216,2013
13940,Michigan,0.14800000000000002,0.237,2013
13941,Michigan,0.17,0.276,2013
13942,Michigan,0.145,0.226,2013
13943,Michigan,0.146,0.235,2013
13944,Michigan,0.141,0.226,2013
13945,Michigan,0.147,0.156,2013
13946,Michigan,0.209,0.229,2013
13947,Michigan,0.166,0.262,2013
13948,Minnesota,0.11199999999999999,0.193,2013
13949,Minnesota,0.086,0.145,2013
13950,Minnesota,0.105,0.187,2013
13951,Minnesota,0.13699999999999998,0.229,2013
13952,Minnesota,0.11900000000000001,0.183,2013
13953,Minnesota,0.10300000000000001,0.191,2013
13954,Minnesota,0.12300000000000001,0.159,2013
13955,Minnesota,0.095,0.154,2013
13956,Minnesota,0.10800000000000001,0.175,2013
13957,Minnesota,0.071,0.127,2013
13958,Minnesota,0.124,0.235,2013
13959,Minnesota,0.102,0.171,2013
13960,Minnesota,0.08800000000000001,0.152,2013
13961,Minnesota,0.102,0.153,2013
13962,Minnesota,0.142,0.246,2013
13963,Minnesota,0.10300000000000001,0.177,2013
13964,Minnesota,0.102,0.169,2013
13965,Minnesota,0.11699999999999999,0.195,2013
13966,Minnesota,0.086,0.14,2013
13967,Minnesota,0.076,0.147,2013
13968,Minnesota,0.098,0.155,2013
13969,Minnesota,0.10099999999999999,0.191,2013
13970,Minnesota,0.102,0.18,2013
13971,Minnesota,0.09300000000000001,0.166,2013
13972,Minnesota,0.096,0.164,2013
13973,Minnesota,0.1,0.181,2013
13974,Minnesota,0.115,0.152,2013
13975,Minnesota,0.102,0.182,2013
13976,Minnesota,0.114,0.201,2013
13977,Minnesota,0.095,0.161,2013
13978,Minnesota,0.114,0.2,2013
13979,Minnesota,0.09,0.171,2013
13980,Minnesota,0.124,0.219,2013
13981,Minnesota,0.095,0.181,2013
13982,Minnesota,0.096,0.166,2013
13983,Minnesota,0.13,0.196,2013
13984,Minnesota,0.09,0.155,2013
13985,Minnesota,0.106,0.201,2013
13986,Minnesota,0.09300000000000001,0.148,2013
13987,Minnesota,0.092,0.167,2013
13988,Minnesota,0.08900000000000001,0.145,2013
13989,Minnesota,0.10800000000000001,0.166,2013
13990,Minnesota,0.095,0.164,2013
13991,Minnesota,0.139,0.255,2013
13992,Minnesota,0.1,0.163,2013
13993,Minnesota,0.1,0.174,2013
13994,Minnesota,0.095,0.171,2013
13995,Minnesota,0.126,0.21,2013
13996,Minnesota,0.11199999999999999,0.183,2013
13997,Minnesota,0.10300000000000001,0.188,2013
13998,Minnesota,0.08900000000000001,0.165,2013
13999,Minnesota,0.09300000000000001,0.144,2013
14000,Minnesota,0.081,0.165,2013
14001,Minnesota,0.099,0.187,2013
14002,Minnesota,0.08900000000000001,0.134,2013
14003,Minnesota,0.10099999999999999,0.172,2013
14004,Minnesota,0.106,0.168,2013
14005,Minnesota,0.12,0.21,2013
14006,Minnesota,0.09699999999999999,0.16,2013
14007,Minnesota,0.10400000000000001,0.171,2013
14008,Minnesota,0.09,0.151,2013
14009,Minnesota,0.13,0.186,2013
14010,Minnesota,0.106,0.189,2013
14011,Minnesota,0.10099999999999999,0.173,2013
14012,Minnesota,0.09699999999999999,0.183,2013
14013,Minnesota,0.09699999999999999,0.175,2013
14014,Minnesota,0.09699999999999999,0.176,2013
14015,Minnesota,0.094,0.17,2013
14016,Minnesota,0.126,0.195,2013
14017,Minnesota,0.069,0.125,2013
14018,Minnesota,0.087,0.151,2013
14019,Minnesota,0.08900000000000001,0.179,2013
14020,Minnesota,0.109,0.157,2013
14021,Minnesota,0.091,0.158,2013
14022,Minnesota,0.10300000000000001,0.142,2013
14023,Minnesota,0.10300000000000001,0.164,2013
14024,Minnesota,0.102,0.197,2013
14025,Minnesota,0.092,0.16,2013
14026,Minnesota,0.086,0.159,2013
14027,Minnesota,0.128,0.213,2013
14028,Minnesota,0.096,0.165,2013
14029,Minnesota,0.076,0.132,2013
14030,Minnesota,0.079,0.164,2013
14031,Minnesota,0.09,0.149,2013
14032,Minnesota,0.11199999999999999,0.154,2013
14033,Minnesota,0.081,0.146,2013
14034,Minnesota,0.096,0.182,2013
14035,Mississippi,0.24100000000000002,0.289,2013
14036,Mississippi,0.183,0.286,2013
14037,Mississippi,0.214,0.292,2013
14038,Mississippi,0.233,0.306,2013
14039,Mississippi,0.217,0.278,2013
14040,Mississippi,0.281,0.319,2013
14041,Mississippi,0.20800000000000002,0.288,2013
14042,Mississippi,0.20199999999999999,0.286,2013
14043,Mississippi,0.23199999999999998,0.302,2013
14044,Mississippi,0.217,0.291,2013
14045,Mississippi,0.302,0.31,2013
14046,Mississippi,0.207,0.278,2013
14047,Mississippi,0.28800000000000003,0.345,2013
14048,Mississippi,0.318,0.338,2013
14049,Mississippi,0.22699999999999998,0.268,2013
14050,Mississippi,0.207,0.296,2013
14051,Mississippi,0.149,0.217,2013
14052,Mississippi,0.228,0.28,2013
14053,Mississippi,0.209,0.293,2013
14054,Mississippi,0.16899999999999998,0.293,2013
14055,Mississippi,0.18899999999999997,0.266,2013
14056,Mississippi,0.21899999999999997,0.269,2013
14057,Mississippi,0.168,0.285,2013
14058,Mississippi,0.195,0.283,2013
14059,Mississippi,0.252,0.25,2013
14060,Mississippi,0.33399999999999996,0.369,2013
14061,Mississippi,0.33299999999999996,0.345,2013
14062,Mississippi,0.297,0.359,2013
14063,Mississippi,0.16699999999999998,0.284,2013
14064,Mississippi,0.18100000000000002,0.265,2013
14065,Mississippi,0.223,0.256,2013
14066,Mississippi,0.32799999999999996,0.356,2013
14067,Mississippi,0.248,0.296,2013
14068,Mississippi,0.187,0.276,2013
14069,Mississippi,0.265,0.318,2013
14070,Mississippi,0.205,0.256,2013
14071,Mississippi,0.175,0.243,2013
14072,Mississippi,0.22399999999999998,0.289,2013
14073,Mississippi,0.19699999999999998,0.26,2013
14074,Mississippi,0.223,0.299,2013
14075,Mississippi,0.192,0.266,2013
14076,Mississippi,0.317,0.34,2013
14077,Mississippi,0.204,0.285,2013
14078,Mississippi,0.23600000000000002,0.286,2013
14079,Mississippi,0.175,0.202,2013
14080,Mississippi,0.221,0.312,2013
14081,Mississippi,0.218,0.288,2013
14082,Mississippi,0.217,0.298,2013
14083,Mississippi,0.25,0.324,2013
14084,Mississippi,0.18899999999999997,0.292,2013
14085,Mississippi,0.187,0.272,2013
14086,Mississippi,0.301,0.325,2013
14087,Mississippi,0.252,0.268,2013
14088,Mississippi,0.237,0.274,2013
14089,Mississippi,0.179,0.306,2013
14090,Mississippi,0.187,0.27,2013
14091,Mississippi,0.242,0.297,2013
14092,Mississippi,0.159,0.248,2013
14093,Mississippi,0.19699999999999998,0.32,2013
14094,Mississippi,0.303,0.341,2013
14095,Mississippi,0.147,0.221,2013
14096,Mississippi,0.188,0.261,2013
14097,Mississippi,0.27699999999999997,0.3,2013
14098,Mississippi,0.198,0.271,2013
14099,Mississippi,0.187,0.285,2013
14100,Mississippi,0.16899999999999998,0.257,2013
14101,Mississippi,0.309,0.333,2013
14102,Mississippi,0.23800000000000002,0.312,2013
14103,Mississippi,0.195,0.266,2013
14104,Mississippi,0.198,0.332,2013
14105,Mississippi,0.17300000000000001,0.305,2013
14106,Mississippi,0.315,0.315,2013
14107,Mississippi,0.18100000000000002,0.307,2013
14108,Mississippi,0.22399999999999998,0.265,2013
14109,Mississippi,0.23399999999999999,0.284,2013
14110,Mississippi,0.312,0.345,2013
14111,Mississippi,0.225,0.312,2013
14112,Mississippi,0.218,0.312,2013
14113,Mississippi,0.258,0.302,2013
14114,Mississippi,0.251,0.321,2013
14115,Mississippi,0.214,0.282,2013
14116,Mississippi,0.272,0.325,2013
14117,Missouri,0.17800000000000002,0.207,2013
14118,Missouri,0.125,0.158,2013
14119,Missouri,0.14400000000000002,0.2,2013
14120,Missouri,0.156,0.225,2013
14121,Missouri,0.145,0.237,2013
14122,Missouri,0.162,0.245,2013
14123,Missouri,0.16399999999999998,0.237,2013
14124,Missouri,0.155,0.258,2013
14125,Missouri,0.158,0.241,2013
14126,Missouri,0.172,0.184,2013
14127,Missouri,0.158,0.22,2013
14128,Missouri,0.17800000000000002,0.25,2013
14129,Missouri,0.156,0.222,2013
14130,Missouri,0.14400000000000002,0.199,2013
14131,Missouri,0.156,0.269,2013
14132,Missouri,0.162,0.209,2013
14133,Missouri,0.14300000000000002,0.201,2013
14134,Missouri,0.174,0.268,2013
14135,Missouri,0.13,0.186,2013
14136,Missouri,0.171,0.246,2013
14137,Missouri,0.152,0.21,2013
14138,Missouri,0.134,0.194,2013
14139,Missouri,0.16,0.245,2013
14140,Missouri,0.136,0.181,2013
14141,Missouri,0.145,0.205,2013
14142,Missouri,0.154,0.198,2013
14143,Missouri,0.162,0.235,2013
14144,Missouri,0.166,0.254,2013
14145,Missouri,0.159,0.255,2013
14146,Missouri,0.16399999999999998,0.277,2013
14147,Missouri,0.147,0.218,2013
14148,Missouri,0.158,0.19,2013
14149,Missouri,0.165,0.253,2013
14150,Missouri,0.16899999999999998,0.276,2013
14151,Missouri,0.19699999999999998,0.269,2013
14152,Missouri,0.146,0.212,2013
14153,Missouri,0.147,0.231,2013
14154,Missouri,0.151,0.22,2013
14155,Missouri,0.16899999999999998,0.227,2013
14156,Missouri,0.152,0.221,2013
14157,Missouri,0.154,0.234,2013
14158,Missouri,0.159,0.237,2013
14159,Missouri,0.17600000000000002,0.29,2013
14160,Missouri,0.14300000000000002,0.194,2013
14161,Missouri,0.158,0.231,2013
14162,Missouri,0.172,0.262,2013
14163,Missouri,0.17600000000000002,0.267,2013
14164,Missouri,0.184,0.211,2013
14165,Missouri,0.158,0.225,2013
14166,Missouri,0.135,0.201,2013
14167,Missouri,0.16699999999999998,0.217,2013
14168,Missouri,0.165,0.261,2013
14169,Missouri,0.17600000000000002,0.27,2013
14170,Missouri,0.141,0.19,2013
14171,Missouri,0.149,0.234,2013
14172,Missouri,0.151,0.219,2013
14173,Missouri,0.14800000000000002,0.22,2013
14174,Missouri,0.156,0.216,2013
14175,Missouri,0.158,0.233,2013
14176,Missouri,0.155,0.245,2013
14177,Missouri,0.151,0.218,2013
14178,Missouri,0.16,0.26,2013
14179,Missouri,0.146,0.222,2013
14180,Missouri,0.161,0.214,2013
14181,Missouri,0.15,0.25,2013
14182,Missouri,0.168,0.263,2013
14183,Missouri,0.21600000000000003,0.27,2013
14184,Missouri,0.141,0.19,2013
14185,Missouri,0.158,0.237,2013
14186,Missouri,0.159,0.235,2013
14187,Missouri,0.16899999999999998,0.266,2013
14188,Missouri,0.19399999999999998,0.256,2013
14189,Missouri,0.142,0.216,2013
14190,Missouri,0.19399999999999998,0.233,2013
14191,Missouri,0.177,0.277,2013
14192,Missouri,0.12300000000000001,0.166,2013
14193,Missouri,0.16399999999999998,0.257,2013
14194,Missouri,0.231,0.283,2013
14195,Missouri,0.131,0.202,2013
14196,Missouri,0.155,0.221,2013
14197,Missouri,0.168,0.216,2013
14198,Missouri,0.155,0.212,2013
14199,Missouri,0.138,0.17,2013
14200,Missouri,0.17300000000000001,0.271,2013
14201,Missouri,0.172,0.209,2013
14202,Missouri,0.157,0.212,2013
14203,Missouri,0.127,0.191,2013
14204,Missouri,0.16899999999999998,0.234,2013
14205,Missouri,0.145,0.214,2013
14206,Missouri,0.18,0.284,2013
14207,Missouri,0.177,0.287,2013
14208,Missouri,0.11800000000000001,0.158,2013
14209,Missouri,0.168,0.247,2013
14210,Missouri,0.13699999999999998,0.211,2013
14211,Missouri,0.17600000000000002,0.247,2013
14212,Missouri,0.161,0.173,2013
14213,Missouri,0.155,0.227,2013
14214,Missouri,0.175,0.285,2013
14215,Missouri,0.14400000000000002,0.215,2013
14216,Missouri,0.17300000000000001,0.232,2013
14217,Missouri,0.179,0.288,2013
14218,Missouri,0.158,0.231,2013
14219,Missouri,0.16,0.224,2013
14220,Missouri,0.163,0.259,2013
14221,Missouri,0.132,0.207,2013
14222,Missouri,0.179,0.265,2013
14223,Missouri,0.16699999999999998,0.252,2013
14224,Missouri,0.162,0.261,2013
14225,Missouri,0.14300000000000002,0.226,2013
14226,Missouri,0.184,0.289,2013
14227,Missouri,0.171,0.273,2013
14228,Missouri,0.156,0.245,2013
14229,Missouri,0.135,0.198,2013
14230,Missouri,0.183,0.284,2013
14231,Missouri,0.258,0.246,2013
14232,Montana,0.133,0.177,2013
14233,Montana,0.203,0.321,2013
14234,Montana,0.166,0.281,2013
14235,Montana,0.125,0.193,2013
14236,Montana,0.115,0.187,2013
14237,Montana,0.113,0.184,2013
14238,Montana,0.135,0.219,2013
14239,Montana,0.147,0.256,2013
14240,Montana,0.122,0.176,2013
14241,Montana,0.114,0.18,2013
14242,Montana,0.12300000000000001,0.22,2013
14243,Montana,0.149,0.255,2013
14244,Montana,0.098,0.146,2013
14245,Montana,0.127,0.22,2013
14246,Montana,0.14300000000000002,0.227,2013
14247,Montana,0.131,0.175,2013
14248,Montana,0.11199999999999999,0.18,2013
14249,Montana,0.20800000000000002,0.323,2013
14250,Montana,0.131,0.306,2013
14251,Montana,0.14800000000000002,0.257,2013
14252,Montana,0.147,0.234,2013
14253,Montana,0.098,0.156,2013
14254,Montana,0.11800000000000001,0.201,2013
14255,Montana,0.16,0.268,2013
14256,Montana,0.115,0.176,2013
14257,Montana,0.15,0.212,2013
14258,Montana,0.179,0.268,2013
14259,Montana,0.099,0.155,2013
14260,Montana,0.114,0.185,2013
14261,Montana,0.132,0.189,2013
14262,Montana,0.165,0.286,2013
14263,Montana,0.146,0.193,2013
14264,Montana,0.122,0.182,2013
14265,Montana,0.126,0.193,2013
14266,Montana,0.129,0.179,2013
14267,Montana,0.129,0.194,2013
14268,Montana,0.142,0.211,2013
14269,Montana,0.114,0.161,2013
14270,Montana,0.141,0.245,2013
14271,Montana,0.127,0.228,2013
14272,Montana,0.14400000000000002,0.234,2013
14273,Montana,0.11199999999999999,0.203,2013
14274,Montana,0.17300000000000001,0.267,2013
14275,Montana,0.14400000000000002,0.23,2013
14276,Montana,0.179,0.306,2013
14277,Montana,0.11,0.169,2013
14278,Montana,0.145,0.228,2013
14279,Montana,0.102,0.163,2013
14280,Montana,0.113,0.204,2013
14281,Montana,0.12300000000000001,0.199,2013
14282,Montana,0.135,0.219,2013
14283,Montana,0.113,0.227,2013
14284,Montana,0.125,0.227,2013
14285,Montana,0.127,0.19,2013
14286,Montana,0.11900000000000001,0.182,2013
14287,Montana,0.11900000000000001,0.186,2013
14288,Nebraska,0.121,0.209,2013
14289,Nebraska,0.11900000000000001,0.201,2013
14290,Nebraska,0.153,0.268,2013
14291,Nebraska,0.142,0.233,2013
14292,Nebraska,0.16399999999999998,0.254,2013
14293,Nebraska,0.115,0.19,2013
14294,Nebraska,0.145,0.289,2013
14295,Nebraska,0.11699999999999999,0.204,2013
14296,Nebraska,0.13699999999999998,0.23,2013
14297,Nebraska,0.125,0.196,2013
14298,Nebraska,0.125,0.188,2013
14299,Nebraska,0.115,0.195,2013
14300,Nebraska,0.11,0.19,2013
14301,Nebraska,0.111,0.188,2013
14302,Nebraska,0.105,0.219,2013
14303,Nebraska,0.13,0.205,2013
14304,Nebraska,0.127,0.22,2013
14305,Nebraska,0.109,0.191,2013
14306,Nebraska,0.073,0.187,2013
14307,Nebraska,0.11599999999999999,0.204,2013
14308,Nebraska,0.115,0.186,2013
14309,Nebraska,0.115,0.234,2013
14310,Nebraska,0.151,0.213,2013
14311,Nebraska,0.098,0.206,2013
14312,Nebraska,0.11900000000000001,0.229,2013
14313,Nebraska,0.113,0.211,2013
14314,Nebraska,0.11900000000000001,0.202,2013
14315,Nebraska,0.141,0.203,2013
14316,Nebraska,0.11599999999999999,0.21,2013
14317,Nebraska,0.113,0.18,2013
14318,Nebraska,0.11900000000000001,0.2,2013
14319,Nebraska,0.12300000000000001,0.206,2013
14320,Nebraska,0.135,0.251,2013
14321,Nebraska,0.131,0.208,2013
14322,Nebraska,0.113,0.213,2013
14323,Nebraska,0.13,0.211,2013
14324,Nebraska,0.11599999999999999,0.198,2013
14325,Nebraska,0.14400000000000002,0.273,2013
14326,Nebraska,0.11800000000000001,0.2,2013
14327,Nebraska,0.106,0.198,2013
14328,Nebraska,0.111,0.203,2013
14329,Nebraska,0.121,0.238,2013
14330,Nebraska,0.11800000000000001,0.203,2013
14331,Nebraska,0.135,0.252,2013
14332,Nebraska,0.11699999999999999,0.196,2013
14333,Nebraska,0.124,0.23,2013
14334,Nebraska,0.115,0.196,2013
14335,Nebraska,0.124,0.238,2013
14336,Nebraska,0.126,0.207,2013
14337,Nebraska,0.10400000000000001,0.171,2013
14338,Nebraska,0.124,0.219,2013
14339,Nebraska,0.135,0.284,2013
14340,Nebraska,0.131,0.215,2013
14341,Nebraska,0.131,0.226,2013
14342,Nebraska,0.141,0.207,2013
