"States:  Employment status of the civilian noninstitutional population by sex, race, Hispanic or Latino ethnicity, marital status, and detailed age, 2013 annual averages",,,,,,,,,,,,,
,,,,,,,,,,,,,
(Numbers in thousands),,,,,,,,,,,,,
State FIPS Code,Group Code,State,Group,Civilian non-institutional population,Civilian labor force,,,,,,,,
25,38,Massachusetts,"Women, 55 to 64 years",432    ,282    ,65.3    ,271    ,62.8    ,11    ,3.7    ,2.2  ,–,5.2  
25,39,Massachusetts,"Women, 65 years and over",552    ,88    ,15.9    ,83    ,15.1    ,5    ,5.4    ,2.1  ,–,8.7  
25,40,Massachusetts,"White, 16 to 19 years",322    ,115    ,35.8    ,94    ,29.3    ,21    ,18.1    ,12.8  ,–,23.4  
25,41,Massachusetts,"White, 20 to 24 years",371    ,264    ,71.1    ,233    ,62.7    ,31    ,11.9    ,9.1  ,–,14.7  
25,42,Massachusetts,"White, 25 to 34 years",645    ,550    ,85.2    ,510    ,79.1    ,39    ,7.1    ,5.6  ,–,8.6  
25,43,Massachusetts,"White, 35 to 44 years",698    ,584    ,83.6    ,555    ,79.6    ,29    ,4.9    ,3.7  ,–,6.1  
25,44,Massachusetts,"White, 45 to 54 years",822    ,693    ,84.2    ,658    ,80.1    ,34    ,4.9    ,3.8  ,–,6.0  
25,45,Massachusetts,"White, 55 to 64 years",744    ,529    ,71.1    ,501    ,67.3    ,28    ,5.3    ,4.0  ,–,6.6  
25,46,Massachusetts,"White, 65 years and over",915    ,199    ,21.8    ,189    ,20.7    ,10    ,5.2    ,3.1  ,–,7.3  
25,48,Massachusetts,"Black or African American, 20 to 24 years",63    ,38    ,61.1    ,27    ,43.4    ,11    ,28.9    ,17.9  ,–,39.9  
25,49,Massachusetts,"Black or African American, 25 to 34 years",63    ,45    ,70.5    ,42    ,65.5    ,3    ,7.2    ,2.1  ,–,12.3  
25,50,Massachusetts,"Black or African American, 35 to 44 years",78    ,63    ,80.3    ,60    ,77.4    ,2    ,3.7    ,0.6  ,–,6.8  
25,51,Massachusetts,"Black or African American, 45 to 54 years",53    ,40    ,75.3    ,38    ,70.6    ,2    ,6.2    ,1.2  ,–,11.2  
25,52,Massachusetts,"Black or African American, 55 to 64 years",64    ,35    ,54.5    ,33    ,50.5    ,3    ,7.4    ,1.5  ,–,13.3  
25,56,Massachusetts,"Asian, 25 to 34 years",69    ,60    ,86.2    ,55    ,79.5    ,5    ,7.8    ,3.2  ,–,12.4  
25,57,Massachusetts,"Asian, 35 to 44 years",76    ,66    ,87.3    ,64    ,83.7    ,3    ,4.1    ,0.9  ,–,7.3  
25,58,Massachusetts,"Asian, 45 to 54 years",63    ,51    ,80.6    ,48    ,75.5    ,3    ,6.3    ,1.8  ,–,10.8  
25,62,Massachusetts,"Hispanic or Latino ethnicity, 20 to 24 years",82    ,61    ,74.2    ,47    ,57.1    ,14    ,23.1    ,15.3  ,–,30.9  
25,63,Massachusetts,"Hispanic or Latino ethnicity, 25 to 34 years",109    ,76    ,69.9    ,65    ,59.3    ,12    ,15.2    ,9.5  ,–,20.9  
25,64,Massachusetts,"Hispanic or Latino ethnicity, 35 to 44 years",92    ,73    ,79.2    ,69    ,75.2    ,4    ,5.1    ,1.7  ,–,8.5  
25,65,Massachusetts,"Hispanic or Latino ethnicity, 45 to 54 years",69    ,41    ,59.4    ,38    ,55.3    ,3    ,6.9    ,1.6  ,–,12.2  
26,01,Michigan,Total,"7,813    ","4,724    ",60.5    ,"4,317    ",55.3    ,407    ,8.6    ,8.0  ,–,9.2  
26,02,Michigan,Men,"3,770    ","2,506    ",66.5    ,"2,288    ",60.7    ,218    ,8.7    ,7.9  ,–,9.5  
26,03,Michigan,Women,"4,043    ","2,218    ",54.9    ,"2,029    ",50.2    ,189    ,8.5    ,7.7  ,–,9.3  
26,04,Michigan,White,"6,376    ","3,891    ",61.0    ,"3,602    ",56.5    ,289    ,7.4    ,6.8  ,–,8.0  
26,05,Michigan,"White, men","3,113    ","2,101    ",67.5    ,"1,934    ",62.1    ,167    ,8.0    ,7.2  ,–,8.8  
26,06,Michigan,"White, women","3,263    ","1,790    ",54.9    ,"1,668    ",51.1    ,122    ,6.8    ,6.0  ,–,7.6  
26,07,Michigan,Black or African American,"1,050    ",595    ,56.7    ,497    ,47.4    ,98    ,16.5    ,14.4  ,–,18.6  
26,08,Michigan,"Black or African American, men",473    ,278    ,58.9    ,235    ,49.7    ,44    ,15.6    ,12.6  ,–,18.6  
26,09,Michigan,"Black or African American, women",577    ,317    ,54.9    ,262    ,45.5    ,55    ,17.2    ,14.2  ,–,20.2  
26,10,Michigan,Asian,243    ,155    ,63.6    ,148    ,60.8    ,7    ,4.4    ,2.3  ,–,6.5  
26,11,Michigan,"Asian, men",119    ,89    ,75.2    ,86    ,72.5    ,3    ,3.5    ,1.0  ,–,6.0  
26,12,Michigan,"Asian, women",125    ,66    ,52.6    ,62    ,49.6    ,4    ,5.6    ,1.9  ,–,9.3  
26,13,Michigan,Hispanic or Latino ethnicity,277    ,185    ,66.8    ,161    ,58.1    ,24    ,13.0    ,9.6  ,–,16.4  
26,14,Michigan,"Hispanic or Latino ethnicity, men",156    ,119    ,76.4    ,99    ,63.9    ,20    ,16.4    ,11.6  ,–,21.2  
26,15,Michigan,"Hispanic or Latino ethnicity, women",121    ,66    ,54.4    ,61    ,50.7    ,4    ,6.8    ,2.5  ,–,11.1  
26,16,Michigan,"Married men, spouse present","2,008    ","1,390    ",69.2    ,"1,323    ",65.9    ,67    ,4.8    ,4.0  ,–,5.6  
26,17,Michigan,"Married women, spouse present","1,978    ","1,127    ",57.0    ,"1,073    ",54.2    ,54    ,4.8    ,3.9  ,–,5.7  
26,18,Michigan,Women who maintain families,467    ,311    ,66.7    ,273    ,58.5    ,38    ,12.3    ,9.6  ,–,15.0  
26,19,Michigan,"Total, 16 to 19 years",511    ,193    ,37.7    ,147    ,28.7    ,46    ,23.8    ,19.0  ,–,28.6  
26,20,Michigan,"Total, 20 to 24 years",693    ,492    ,70.9    ,416    ,60.1    ,75    ,15.3    ,12.9  ,–,17.7  
26,21,Michigan,"Total, 25 to 34 years","1,128    ",913    ,80.9    ,835    ,74.0    ,78    ,8.6    ,7.3  ,–,9.9  
26,22,Michigan,"Total, 35 to 44 years","1,278    ","1,066    ",83.4    ,990    ,77.5    ,76    ,7.1    ,6.0  ,–,8.2  
26,23,Michigan,"Total, 45 to 54 years","1,353    ","1,042    ",77.1    ,976    ,72.1    ,67    ,6.4    ,5.3  ,–,7.5  
26,24,Michigan,"Total, 55 to 64 years","1,384    ",783    ,56.6    ,730    ,52.7    ,53    ,6.8    ,5.5  ,–,8.1  
26,25,Michigan,"Total, 65 years and over","1,466    ",236    ,16.1    ,224    ,15.3    ,12    ,5.1    ,3.1  ,–,7.1  
26,26,Michigan,"Men, 16 to 19 years",251    ,104    ,41.5    ,78    ,31.0    ,26    ,25.2    ,18.4  ,–,32.0  
26,27,Michigan,"Men, 20 to 24 years",348    ,250    ,71.9    ,212    ,61.0    ,38    ,15.2    ,11.8  ,–,18.6  
26,28,Michigan,"Men, 25 to 34 years",568    ,492    ,86.7    ,450    ,79.3    ,42    ,8.6    ,6.8  ,–,10.4  
26,29,Michigan,"Men, 35 to 44 years",622    ,569    ,91.6    ,536    ,86.2    ,33    ,5.9    ,4.5  ,–,7.3  
26,30,Michigan,"Men, 45 to 54 years",662    ,552    ,83.4    ,516    ,77.9    ,36    ,6.6    ,5.1  ,–,8.1  
26,31,Michigan,"Men, 55 to 64 years",663    ,403    ,60.8    ,370    ,55.8    ,33    ,8.2    ,6.2  ,–,10.2  
26,32,Michigan,"Men, 65 years and over",657    ,135    ,20.5    ,126    ,19.2    ,9    ,6.6    ,3.5  ,–,9.7  
26,33,Michigan,"Women, 16 to 19 years",260    ,88    ,34.0    ,69    ,26.5    ,20    ,22.1    ,15.2  ,–,29.0  
26,34,Michigan,"Women, 20 to 24 years",345    ,241    ,69.9    ,204    ,59.1    ,37    ,15.4    ,11.9  ,–,18.9  
26,35,Michigan,"Women, 25 to 34 years",561    ,421    ,75.0    ,385    ,68.6    ,36    ,8.6    ,6.6  ,–,10.6  
26,36,Michigan,"Women, 35 to 44 years",656    ,496    ,75.7    ,454    ,69.3    ,42    ,8.5    ,6.7  ,–,10.3  
26,37,Michigan,"Women, 45 to 54 years",691    ,491    ,71.0    ,460    ,66.6    ,31    ,6.2    ,4.7  ,–,7.7  
26,38,Michigan,"Women, 55 to 64 years",722    ,380    ,52.7    ,360    ,49.9    ,20    ,5.4    ,3.8  ,–,7.0  
26,39,Michigan,"Women, 65 years and over",809    ,101    ,12.4    ,98    ,12.1    ,3    ,3.0    ,0.6  ,–,5.4  
26,40,Michigan,"White, 16 to 19 years",407    ,165    ,40.5    ,130    ,31.9    ,35    ,21.2    ,16.3  ,–,26.1  
26,41,Michigan,"White, 20 to 24 years",531    ,392    ,73.9    ,342    ,64.4    ,50    ,12.8    ,10.3  ,–,15.3  
26,42,Michigan,"White, 25 to 34 years",886    ,734    ,82.9    ,687    ,77.6    ,47    ,6.4    ,5.1  ,–,7.7  
26,43,Michigan,"White, 35 to 44 years",972    ,826    ,85.0    ,772    ,79.4    ,54    ,6.5    ,5.3  ,–,7.7  
26,44,Michigan,"White, 45 to 54 years","1,107    ",880    ,79.5    ,831    ,75.1    ,49    ,5.5    ,4.4  ,–,6.6  
26,45,Michigan,"White, 55 to 64 years","1,175    ",687    ,58.4    ,642    ,54.6    ,44    ,6.5    ,5.2  ,–,7.8  
26,46,Michigan,"White, 65 years and over","1,299    ",208    ,16.0    ,197    ,15.2    ,11    ,5.1    ,2.9  ,–,7.3  
26,48,Michigan,"Black or African American, 20 to 24 years",122    ,74    ,60.5    ,53    ,43.5    ,21    ,28.1    ,20.1  ,–,36.1  
26,49,Michigan,"Black or African American, 25 to 34 years",187    ,140    ,74.7    ,113    ,60.6    ,26    ,18.9    ,14.2  ,–,23.6  
26,50,Michigan,"Black or African American, 35 to 44 years",188    ,146    ,77.8    ,128    ,68.4    ,18    ,12.2    ,8.5  ,–,15.9  
26,51,Michigan,"Black or African American, 45 to 54 years",174    ,112    ,64.4    ,96    ,55.5    ,16    ,13.9    ,9.3  ,–,18.5  
26,52,Michigan,"Black or African American, 55 to 64 years",169    ,78    ,46.3    ,70    ,41.6    ,8    ,10.0    ,5.4  ,–,14.6  
26,57,Michigan,"Asian, 35 to 44 years",90    ,73    ,81.5    ,71    ,78.4    ,3    ,3.8    ,0.9  ,–,6.7  
26,58,Michigan,"Asian, 45 to 54 years",46    ,32    ,70.8    ,31    ,67.2    ,2    ,5.2    ,( 2 ),–,( 2 )
26,62,Michigan,"Hispanic or Latino ethnicity, 20 to 24 years",39    ,28    ,70.7    ,21    ,54.6    ,6    ,22.8    ,10.7  ,–,34.9  
26,63,Michigan,"Hispanic or Latino ethnicity, 25 to 34 years",60    ,48    ,78.8    ,44    ,72.8    ,4    ,7.6    ,2.2  ,–,13.0  
26,64,Michigan,"Hispanic or Latino ethnicity, 35 to 44 years",62    ,50    ,81.5    ,49    ,78.5    ,2    ,3.6    ,( 2 ),–,( 2 )
27,01,Minnesota,Total,"4,225    ","2,960    ",70.1    ,"2,815    ",66.6    ,145    ,4.9    ,4.5  ,–,5.3  
27,02,Minnesota,Men,"2,081    ","1,557    ",74.8    ,"1,474    ",70.9    ,82    ,5.3    ,4.7  ,–,5.9  
27,03,Minnesota,Women,"2,144    ","1,404    ",65.5    ,"1,341    ",62.6    ,63    ,4.5    ,3.9  ,–,5.1  
27,04,Minnesota,White,"3,737    ","2,605    ",69.7    ,"2,494    ",66.7    ,111    ,4.3    ,3.9  ,–,4.7  
27,05,Minnesota,"White, men","1,833    ","1,365    ",74.4    ,"1,300    ",70.9    ,65    ,4.8    ,4.2  ,–,5.4  
27,06,Minnesota,"White, women","1,904    ","1,240    ",65.1    ,"1,194    ",62.7    ,46    ,3.7    ,3.1  ,–,4.3  
27,07,Minnesota,Black or African American,202    ,143    ,70.6    ,121    ,60.0    ,21    ,15.0    ,12.1  ,–,17.9  
27,08,Minnesota,"Black or African American, men",101    ,76    ,74.5    ,64    ,63.6    ,11    ,14.7    ,10.7  ,–,18.7  
27,09,Minnesota,"Black or African American, women",101    ,67    ,66.7    ,57    ,56.5    ,10    ,15.3    ,10.9  ,–,19.7  
27,10,Minnesota,Asian,200    ,150    ,75.0    ,142    ,70.7    ,9    ,5.7    ,3.9  ,–,7.5  
27,11,Minnesota,"Asian, men",106    ,84    ,80.0    ,81    ,76.6    ,4    ,4.2    ,2.1  ,–,6.3  
27,12,Minnesota,"Asian, women",95    ,66    ,69.5    ,61    ,64.2    ,5    ,7.7    ,4.5  ,–,10.9  
27,13,Minnesota,Hispanic or Latino ethnicity,177    ,129    ,72.8    ,120    ,67.8    ,9    ,6.8    ,4.5  ,–,9.1  
27,14,Minnesota,"Hispanic or Latino ethnicity, men",93    ,73    ,79.3    ,68    ,73.6    ,5    ,7.2    ,4.0  ,–,10.4  
27,15,Minnesota,"Hispanic or Latino ethnicity, women",85    ,56    ,65.7    ,52    ,61.5    ,4    ,6.4    ,2.9  ,–,9.9  
27,16,Minnesota,"Married men, spouse present","1,120    ",876    ,78.2    ,851    ,76.0    ,25    ,2.8    ,2.2  ,–,3.4  
27,17,Minnesota,"Married women, spouse present","1,134    ",777    ,68.5    ,754    ,66.4    ,24    ,3.0    ,2.4  ,–,3.6  
27,18,Minnesota,Women who maintain families,187    ,132    ,71.0    ,120    ,64.4    ,12    ,9.3    ,6.6  ,–,12.0  
27,19,Minnesota,"Total, 16 to 19 years",291    ,135    ,46.4    ,115    ,39.4    ,20    ,15.0    ,11.6  ,–,18.4  
27,20,Minnesota,"Total, 20 to 24 years",367    ,299    ,81.6    ,278    ,75.7    ,22    ,7.2    ,5.6  ,–,8.8  
27,21,Minnesota,"Total, 25 to 34 years",727    ,643    ,88.4    ,613    ,84.3    ,30    ,4.7    ,3.8  ,–,5.6  
27,22,Minnesota,"Total, 35 to 44 years",655    ,574    ,87.6    ,554    ,84.6    ,19    ,3.4    ,2.6  ,–,4.2  
27,23,Minnesota,"Total, 45 to 54 years",778    ,677    ,87.0    ,649    ,83.4    ,28    ,4.1    ,3.3  ,–,4.9  
27,24,Minnesota,"Total, 55 to 64 years",659    ,485    ,73.6    ,466    ,70.6    ,19    ,4.0    ,3.1  ,–,4.9  
27,25,Minnesota,"Total, 65 years and over",748    ,148    ,19.8    ,142    ,19.0    ,6    ,4.2    ,2.5  ,–,5.9  
27,26,Minnesota,"Men, 16 to 19 years",153    ,65    ,42.5    ,53    ,34.6    ,12    ,18.5    ,13.0  ,–,24.0  
27,27,Minnesota,"Men, 20 to 24 years",177    ,145    ,82.2    ,133    ,75.1    ,13    ,8.7    ,6.2  ,–,11.2  
27,28,Minnesota,"Men, 25 to 34 years",365    ,342    ,93.7    ,325    ,89.0    ,17    ,5.0    ,3.8  ,–,6.2  
27,29,Minnesota,"Men, 35 to 44 years",335    ,314    ,93.9    ,305    ,91.1    ,9    ,3.0    ,2.0  ,–,4.0  
27,30,Minnesota,"Men, 45 to 54 years",395    ,361    ,91.4    ,345    ,87.2    ,17    ,4.6    ,3.4  ,–,5.8  
27,31,Minnesota,"Men, 55 to 64 years",314    ,242    ,77.2    ,232    ,73.8    ,11    ,4.4    ,3.0  ,–,5.8  
27,32,Minnesota,"Men, 65 years and over",343    ,87    ,25.3    ,83    ,24.2    ,4    ,4.3    ,2.0  ,–,6.6  
27,33,Minnesota,"Women, 16 to 19 years",138    ,70    ,50.7    ,62    ,44.7    ,8    ,11.9    ,7.7  ,–,16.1  
27,34,Minnesota,"Women, 20 to 24 years",190    ,154    ,81.0    ,145    ,76.2    ,9    ,5.9    ,3.9  ,–,7.9  
27,35,Minnesota,"Women, 25 to 34 years",362    ,301    ,83.1    ,288    ,79.6    ,13    ,4.3    ,3.1  ,–,5.5  
27,36,Minnesota,"Women, 35 to 44 years",320    ,259    ,81.0    ,249    ,77.9    ,10    ,3.8    ,2.6  ,–,5.0  
27,37,Minnesota,"Women, 45 to 54 years",383    ,315    ,82.5    ,304    ,79.5    ,11    ,3.6    ,2.5  ,–,4.7  
27,38,Minnesota,"Women, 55 to 64 years",345    ,243    ,70.3    ,234    ,67.8    ,9    ,3.6    ,2.4  ,–,4.8  
27,39,Minnesota,"Women, 65 years and over",406    ,61    ,15.1    ,59    ,14.5    ,2    ,4.0    ,1.4  ,–,6.6  
27,40,Minnesota,"White, 16 to 19 years",243    ,115    ,47.3    ,101    ,41.5    ,14    ,12.3    ,8.9  ,–,15.7  
27,41,Minnesota,"White, 20 to 24 years",291    ,242    ,83.3    ,227    ,78.2    ,15    ,6.1    ,4.5  ,–,7.7  
27,42,Minnesota,"White, 25 to 34 years",584    ,525    ,89.9    ,505    ,86.5    ,20    ,3.8    ,2.9  ,–,4.7  
27,43,Minnesota,"White, 35 to 44 years",565    ,500    ,88.4    ,485    ,85.8    ,15    ,3.0    ,2.2  ,–,3.8  
27,44,Minnesota,"White, 45 to 54 years",705    ,621    ,88.2    ,597    ,84.6    ,25    ,4.0    ,3.2  ,–,4.8  
27,45,Minnesota,"White, 55 to 64 years",617    ,459    ,74.4    ,442    ,71.7    ,16    ,3.6    ,2.7  ,–,4.5  
27,46,Minnesota,"White, 65 years and over",732    ,143    ,19.5    ,137    ,18.7    ,6    ,4.3    ,2.5  ,–,6.1  
27,49,Minnesota,"Black or African American, 25 to 34 years",54    ,43    ,79.7    ,37    ,69.1    ,6    ,13.3    ,8.2  ,–,18.4  
27,50,Minnesota,"Black or African American, 35 to 44 years",36    ,30    ,83.7    ,27    ,74.9    ,3    ,10.5    ,5.1  ,–,15.9  
27,56,Minnesota,"Asian, 25 to 34 years",68    ,58    ,85.1    ,55    ,80.6    ,3    ,5.4    ,2.5  ,–,8.3  
27,57,Minnesota,"Asian, 35 to 44 years",38    ,32    ,83.9    ,31    ,80.9    ,1    ,3.6    ,0.5  ,–,6.7  
27,63,Minnesota,"Hispanic or Latino ethnicity, 25 to 34 years",45    ,37    ,81.5    ,34    ,75.7    ,3    ,7.1    ,2.6  ,–,11.6  
27,64,Minnesota,"Hispanic or Latino ethnicity, 35 to 44 years",36    ,29    ,80.7    ,29    ,79.5    ,( 3 ),1.5    ,( 2 ),–,( 2 )
28,01,Mississippi,Total,"2,262    ","1,259    ",55.7    ,"1,149    ",50.8    ,110    ,8.8    ,7.9  ,–,9.7  
28,02,Mississippi,Men,"1,065    ",656    ,61.7    ,598    ,56.2    ,59    ,8.9    ,7.6  ,–,10.2  
28,03,Mississippi,Women,"1,198    ",603    ,50.3    ,551    ,46.0    ,52    ,8.6    ,7.3  ,–,9.9  
28,04,Mississippi,White,"1,410    ",812    ,57.6    ,763    ,54.1    ,49    ,6.1    ,5.1  ,–,7.1  
28,05,Mississippi,"White, men",678    ,441    ,65.1    ,417    ,61.5    ,24    ,5.5    ,4.3  ,–,6.7  
28,06,Mississippi,"White, women",732    ,371    ,50.7    ,346    ,47.3    ,25    ,6.7    ,5.2  ,–,8.2  
28,07,Mississippi,Black or African American,799    ,413    ,51.7    ,356    ,44.5    ,57    ,13.9    ,11.7  ,–,16.1  
28,08,Mississippi,"Black or African American, men",359    ,195    ,54.4    ,163    ,45.5    ,32    ,16.3    ,12.8  ,–,19.8  
28,09,Mississippi,"Black or African American, women",441    ,218    ,49.4    ,192    ,43.6    ,26    ,11.7    ,8.9  ,–,14.5  
28,13,Mississippi,Hispanic or Latino ethnicity,43    ,32    ,74.2    ,28    ,65.2    ,4    ,12.1    ,5.5  ,–,18.7  
28,14,Mississippi,"Hispanic or Latino ethnicity, men",24    ,20    ,82.5    ,18    ,74.0    ,2    ,10.3    ,2.5  ,–,18.1  
28,16,Mississippi,"Married men, spouse present",547    ,387    ,70.7    ,375    ,68.5    ,12    ,3.0    ,2.0  ,–,4.0  
28,17,Mississippi,"Married women, spouse present",531    ,306    ,57.7    ,294    ,55.3    ,13    ,4.1    ,2.8  ,–,5.4  
28,18,Mississippi,Women who maintain families,183    ,98    ,53.6    ,81    ,44.5    ,17    ,17.0    ,12.3  ,–,21.7  
28,19,Mississippi,"Total, 16 to 19 years",161    ,46    ,28.5    ,31    ,19.3    ,15    ,32.3    ,22.8  ,–,41.8  
28,20,Mississippi,"Total, 20 to 24 years",217    ,130    ,59.7    ,102    ,46.8    ,28    ,21.5    ,16.9  ,–,26.1  
28,21,Mississippi,"Total, 25 to 34 years",366    ,286    ,78.3    ,265    ,72.4    ,21    ,7.5    ,5.7  ,–,9.3  
28,22,Mississippi,"Total, 35 to 44 years",366    ,288    ,78.6    ,265    ,72.5    ,22    ,7.8    ,5.9  ,–,9.7  
28,23,Mississippi,"Total, 45 to 54 years",355    ,260    ,73.2    ,248    ,69.8    ,12    ,4.8    ,3.3  ,–,6.3  
28,24,Mississippi,"Total, 55 to 64 years",360    ,184    ,51.1    ,176    ,49.0    ,8    ,4.2    ,2.5  ,–,5.9  
28,25,Mississippi,"Total, 65 years and over",437    ,65    ,14.9    ,62    ,14.1    ,4    ,5.4    ,2.2  ,–,8.6  
28,27,Mississippi,"Men, 20 to 24 years",113    ,70    ,61.6    ,53    ,46.7    ,17    ,24.2    ,17.6  ,–,30.8  
28,28,Mississippi,"Men, 25 to 34 years",168    ,142    ,84.8    ,132    ,78.9    ,10    ,7.0    ,4.5  ,–,9.5  
28,29,Mississippi,"Men, 35 to 44 years",185    ,156    ,84.3    ,144    ,78.0    ,12    ,7.4    ,5.0  ,–,9.8  
28,30,Mississippi,"Men, 45 to 54 years",172    ,137    ,79.8    ,131    ,76.2    ,6    ,4.6    ,2.5  ,–,6.7  
28,31,Mississippi,"Men, 55 to 64 years",169    ,98    ,58.0    ,94    ,55.5    ,4    ,4.3    ,1.9  ,–,6.7  
28,32,Mississippi,"Men, 65 years and over",190    ,39    ,20.3    ,37    ,19.2    ,2    ,5.3    ,1.1  ,–,9.5  
28,33,Mississippi,"Women, 16 to 19 years",93    ,31    ,33.5    ,24    ,25.9    ,7    ,22.8    ,13.2  ,–,32.4  
28,34,Mississippi,"Women, 20 to 24 years",104    ,60    ,57.6    ,49    ,47.0    ,11    ,18.4    ,12.2  ,–,24.6  
28,35,Mississippi,"Women, 25 to 34 years",198    ,144    ,72.8    ,132    ,66.9    ,11    ,8.0    ,5.3  ,–,10.7  
28,36,Mississippi,"Women, 35 to 44 years",181    ,132    ,72.8    ,121    ,66.8    ,11    ,8.2    ,5.4  ,–,11.0  
28,37,Mississippi,"Women, 45 to 54 years",183    ,123    ,67.1    ,117    ,63.7    ,6    ,5.0    ,2.7  ,–,7.3  
28,38,Mississippi,"Women, 55 to 64 years",191    ,86    ,45.0    ,83    ,43.3    ,3    ,4.0    ,1.6  ,–,6.4  
28,39,Mississippi,"Women, 65 years and over",247    ,27    ,10.8    ,25    ,10.2    ,1    ,5.6    ,0.4  ,–,10.8  
28,40,Mississippi,"White, 16 to 19 years",87    ,30    ,34.1    ,21    ,24.5    ,8    ,28.1    ,17.1  ,–,39.1  
28,41,Mississippi,"White, 20 to 24 years",113    ,77    ,68.3    ,69    ,61.0    ,8    ,10.6    ,6.4  ,–,14.8  
28,42,Mississippi,"White, 25 to 34 years",219    ,180    ,82.3    ,170    ,77.8    ,10    ,5.5    ,3.5  ,–,7.5  
28,43,Mississippi,"White, 35 to 44 years",214    ,170    ,79.8    ,162    ,75.8    ,9    ,5.0    ,3.1  ,–,6.9  
28,44,Mississippi,"White, 45 to 54 years",222    ,173    ,78.2    ,166    ,75.0    ,7    ,4.1    ,2.4  ,–,5.8  
28,45,Mississippi,"White, 55 to 64 years",223    ,128    ,57.6    ,124    ,55.7    ,4    ,3.3    ,1.5  ,–,5.1  
28,46,Mississippi,"White, 65 years and over",332    ,53    ,16.0    ,50    ,15.0    ,3    ,5.9    ,2.1  ,–,9.7  
28,48,Mississippi,"Black or African American, 20 to 24 years",99    ,51    ,51.7    ,32    ,32.1    ,19    ,38.0    ,27.5  ,–,48.5  
28,49,Mississippi,"Black or African American, 25 to 34 years",133    ,96    ,72.0    ,86    ,64.7    ,10    ,10.1    ,6.1  ,–,14.1  
28,50,Mississippi,"Black or African American, 35 to 44 years",142    ,108    ,76.1    ,94    ,66.6    ,13    ,12.5    ,8.3  ,–,16.7  
28,51,Mississippi,"Black or African American, 45 to 54 years",125    ,82    ,65.5    ,77    ,61.6    ,5    ,5.9    ,2.6  ,–,9.2  
28,52,Mississippi,"Black or African American, 55 to 64 years",131    ,51    ,38.7    ,47    ,36.1    ,3    ,6.8    ,2.3  ,–,11.3  
29,01,Missouri,Total,"4,693    ","3,015    ",64.2    ,"2,817    ",60.0    ,198    ,6.6    ,6.0  ,–,7.2  
29,02,Missouri,Men,"2,256    ","1,587    ",70.4    ,"1,486    ",65.9    ,101    ,6.4    ,5.6  ,–,7.2  
29,03,Missouri,Women,"2,437    ","1,428    ",58.6    ,"1,331    ",54.6    ,96    ,6.7    ,5.9  ,–,7.5  
29,04,Missouri,White,"3,990    ","2,577    ",64.6    ,"2,424    ",60.8    ,153    ,5.9    ,5.3  ,–,6.5  
29,05,Missouri,"White, men","1,936    ","1,380    ",71.3    ,"1,299    ",67.1    ,80    ,5.8    ,5.0  ,–,6.6  
29,06,Missouri,"White, women","2,054    ","1,197    ",58.3    ,"1,124    ",54.7    ,72    ,6.0    ,5.1  ,–,6.9  
29,07,Missouri,Black or African American,507    ,304    ,60.0    ,271    ,53.4    ,34    ,11.1    ,8.9  ,–,13.3  
29,08,Missouri,"Black or African American, men",227    ,139    ,61.1    ,123    ,54.2    ,16    ,11.3    ,7.9  ,–,14.7  
29,09,Missouri,"Black or African American, women",280    ,166    ,59.1    ,148    ,52.7    ,18    ,10.9    ,7.9  ,–,13.9  
29,10,Missouri,Asian,73    ,51    ,70.6    ,49    ,66.9    ,3    ,5.3    ,1.6  ,–,9.0  
29,12,Missouri,"Asian, women",46    ,35    ,75.8    ,33    ,71.3    ,2    ,5.9    ,1.2  ,–,10.6  
29,13,Missouri,Hispanic or Latino ethnicity,123    ,81    ,65.7    ,75    ,60.8    ,6    ,7.4    ,3.9  ,–,10.9  
29,14,Missouri,"Hispanic or Latino ethnicity, men",63    ,46    ,74.3    ,43    ,69.3    ,3    ,6.7    ,2.2  ,–,11.2  
29,15,Missouri,"Hispanic or Latino ethnicity, women",60    ,34    ,56.7    ,31    ,51.9    ,3    ,8.4    ,2.5  ,–,14.3  
29,16,Missouri,"Married men, spouse present","1,223    ",905    ,73.9    ,874    ,71.4    ,31    ,3.4    ,2.6  ,–,4.2  
29,17,Missouri,"Married women, spouse present","1,221    ",757    ,62.0    ,730    ,59.8    ,26    ,3.5    ,2.6  ,–,4.4  
29,18,Missouri,Women who maintain families,272    ,180    ,66.1    ,161    ,59.0    ,20    ,10.9    ,7.8  ,–,14.0  
29,19,Missouri,"Total, 16 to 19 years",321    ,128    ,40.0    ,104    ,32.5    ,24    ,18.8    ,14.0  ,–,23.6  
29,20,Missouri,"Total, 20 to 24 years",378    ,277    ,73.2    ,245    ,64.9    ,31    ,11.3    ,8.8  ,–,13.8  
29,21,Missouri,"Total, 25 to 34 years",806    ,664    ,82.4    ,625    ,77.5    ,39    ,5.9    ,4.7  ,–,7.1  
29,22,Missouri,"Total, 35 to 44 years",714    ,606    ,84.8    ,574    ,80.3    ,32    ,5.4    ,4.2  ,–,6.6  
29,23,Missouri,"Total, 45 to 54 years",880    ,684    ,77.7    ,648    ,73.7    ,36    ,5.2    ,4.1  ,–,6.3  
29,24,Missouri,"Total, 55 to 64 years",742    ,494    ,66.5    ,469    ,63.2    ,25    ,5.0    ,3.7  ,–,6.3  
29,25,Missouri,"Total, 65 years and over",852    ,162    ,19.0    ,152    ,17.8    ,10    ,6.3    ,3.8  ,–,8.8  
